,Text,Annotate
2375,"MANILA, Philippines – Over 100 groups on Wednesday, January 26, assembled together to launch a project that seeks  disinformation ahead of the 2022 National and Local Elections.",
2376,"MANILA, Philippines – Some areas suspended classes for Wednesday, April 12, due to Tropical Depression Amang.",
2377,Rappler Recap: DOJ meets with families of missing ‘sabungeros’,
2378,"MANILA, Philippines – Former budget secretary and ranking House leader Rolando “Nonoy” Andaya Jr. died on Thursday morning, June 30, leaving behind memories of a man who had no qualms locking horns with the powerful and the influential.",
2379,"MANILA, Philippines – Taiwan announced on Wednesday afternoon, September 7, that Filipinos will not yet be eligible for its latest round of visa-free entry to the island starting September 12.",
2380,Philippines complains of Chinese fishing ban and ‘harassment’ at sea,
2381,"MANILA, Philippines – The group behind the murder of hard-hitting journalist Percy Lapid followed him around his work and home for days before killing him in his vehicle in Las Piñas, self-confessed gunman Joel Escorial said in his extrajudicial confession.",
2382,"MANILA, Philippines – President-elect Ferdinand “Bongbong” Marcos Jr. prefers a clean start for his  government, including erasing the past – either of his family or even the corrupt past of the notorious Bureau of Customs (BOC) and the Bureau of Internal Revenue (BIR).",
2383,Groups call on government to ensure better access to women’s healthcare,
2384,Negros Oriental residents call for justice as they pay last respects to Degamo,
2385,"House approves bill condoning farmers’ unpaid loans from DA, DAR, others",
2386,Firearm used in Degamo slay slipped through PNP custody – NBI,
2387,"Rappler Recap: DOJ, DILG give updates on Percy Lapid case",
2388,Budget safeguards needed: 9 of 10 Filipinos want better anti-corruption laws,
2389,"Abante grills PNP, AFP over opposition to human rights defenders bill",
2390,Marcos can keep trade ties with China while remaining firm on WPS – Carpio,
2391,"MANILA, Philippines – President Ferdinand “Bongbong” Marcos Jr., who recently met leaders from the Asia-Pacific region, said no one should be allowed to dictate the Philippines and its neighboring nations regarding the countries’ future.",
2392,COA orders TUP to give 6 years’ worth of hazard pay to 8 health staff,
2393,"CAGAYAN DE ORO CITY, Philippines – A teenager from Cagayan de Oro emerged as the champion in the  of the 2022 Asian English Olympics (AEO).",
2394,SC issues TRO to stop no contact apprehension policy,
2395,"MANILA, Philippines – Senator Risa Hontiveros and other opposition figures denounced the reaffirmation of the closure order against Rappler, two days before President Rodrigo Duterte steps down from office.",
2396,"MANILA, Philippines – The Philippines has continued to step up its presence in the West Philippine Sea, deploying Navy and Coast Guard ships as it faces persistent incursions by Chinese vessels in its waters.",
2397,WATCH: Remulla attends DOJ flag ceremony days after son’s arrest,
2398,"MANILA, Philippines – Department of Justice (DOJ) Secretary Jesus Crispin “Boying” Remulla said they plan to relocate the New Bilibid Prison (NBP) from Metro Manila to Occidental Mindoro.",
2399,Second Gentleman Douglas Emhoff leads US delegation at Marcos’ inauguration,
2400,"Rappler Recap: Sara Duterte’s spokesmen on school opening, Libreng Sakay",
2401,IT expert Ivan Uy picked to be the next DICT secretary,
2402,"MANILA, Philippines – The death toll from Christmas day rains in southern Philippines has risen to 13, authorities said on Tuesday, December 27, with the search still on for 23 people as floods started to recede.",
2403,LIST: Countries offering the Philippines aid after Luzon earthquake,
2404,Gesmundo prevails in anti-terror law vote to retain vague recruitment clause,
2405,"MANILA, Philippines – Young Filipino women accept early pregnancies as a response to cultural norms that reject their sexual rights, but demand their responsibility, according a new study.",
2406,WATCH: Spokesperson ignores question on Marcos Jr.’s US contempt order,
2407,FULL TEXT: President Marcos’ speech at the 77th UN General Assembly,
2408,Ateneo reviews security protocols in wake of ex-Lamitan mayor’s killing,
2409,Rappler Recap: Is the anti-bullying law still effective after 10 years?,
2410,"MANILA, Philippines – The Department of Social Welfare and Development cannot write negligent fathers to demand that they provide financial support to their children as this “may be outside” of the DSWD’s mandate, the Department of Justice (DOJ) said in a legal opinion.",
2411,"Senate panel wants DepEd, PS-DBM to pay P979M for overpricing laptops",
2412,"MANILA, Philippines – Jessica Lucila “Gigi” Reyes, the former chief of staff of Presidential Legal Counsel Juan Ponce Enrile tagged in the pork barrel scam, was temporarily released from jail on Thursday, January 19, after the Supreme Court (SC) granted her the privilege of writ of habeas corpus.",
2413,"MANILA, Philippines – Partido Lakas ng Masa (PLM) standard-bearer Leody de Guzman said that if would  the next president, he would focus on economic development and fostering peace, rather than on the country’s military.",
2414,Hontiveros: Suspension of gov’t execs over Pharmally scam ‘partial vindication’,
2415,"‘Manifesting, believing’ works: Stories from 2022 Bar passers",
2416,"MANILA, Philippines – The Philippines on Friday, June 10, protested a series of actions done by the Chinese in Ayungin (Second Thomas) Shoal, criticizing it as Beijing’s latest violation of Filipinos’ rights in the West Philippine Sea",
2417,"MANILA, Philippines – The country is bracing for a weeklong transportation strike from Monday, March 6, to Sunday, March 12, as groups protest against what they perceive as the imminent phaseout of traditional jeepneys.",
2418,PH mulls tests for travelers from ‘high-alert countries’ as COVID-19 cases surge in China,
2419,"MANILA, Philippines – President Ferdinand Marcos Jr. will be represented by his sister Irene Marcos-Araneta at the state funeral of Britain’s Queen Elizabeth on Monday, September 19.",
2420,Rappler Recap: Catapang bares plans for Bureau of Corrections,
2421,Rappler Recap: Bakit nasa Belgium si President Marcos?,
2422,"MANILA, Philippines – President Rodrigo Duterte has appointed his Palace aide from Davao City, Presidential Management Staff (PMS) Undersecretary Anderson Lo, as Deputy Ombudsman for Mindanao.",
2423,"MANILA, Philippines – Senators on Thursday, August 25, grilled former officials of the Department of Education (DepEd) and the Procurement Service of the Department of Budget and Management (PS-DBM) over the alleged overpriced laptops worth P2.4 billion.",
2424,"WASHINGTON, DC, USA – US Vice President Kamala Harris will visit the Philippine islands of Palawan on the edge of the disputed South China Sea, a senior administration official said on Tuesday, November 15, in a move that may be interpreted by Beijing as a rebuke.",
2425,"A year into war, PH joins call for immediate Russian withdrawal from Ukraine",
2426,"MANILA, Philippines – “Enough is enough.”",
2427,Inter-Parliamentary Union calls for De Lima’s freedom after 6 years in prison,
2428,Joblessness at 21.7% in the Philippines in 2022 – SWS,
2429,Supreme Court junks petition seeking actions from gov’t on Dengvaxia issue,
2430,"MANILA, Philippines – The Senate blue  on Thursday, January 19, released its findings on the “overpriced” laptop procurement of the Department of Education (DepEd), and  the filing of administrative and criminal charges against the government officials involved.",
2431,"MANILA, Philippines – The Philippine government, through the Office of the Solicitor General (OSG), sent its appeal brief to the International Criminal Court’s (ICC) Appeals Chamber, urging the body to suspend its probe into drug war killings in the country.",
2432,"MANILA, Philippines – The University of the Philippines (UP) Diliman-University Student Council (USC) on Tuesday, July 5, urged campus officials to probe the latest claim of hazing-related violence by a university fraternity.",
2433,Joma Sison: Mao in Utrecht,
2434,PANOORIN: Ano ang pakialam natin kay Kamala Harris?,
2435,Comelec throws out DQ case vs Raffy Tulfo with finality,
2436,Marcos: PH to send note verbale over China’s debris seizure in South China Sea,
