,Text,Annotate
5501,Suspended Rep Teves ‘may still be in Cambodia’ – Sec Remulla,
5502,"Suspended Negros Oriental 3rd District Rep. Arnolfo “Arnie” A. Teves Jr., a suspected “mastermind” in the March 4 killing of provincial governor Roel R. Degamo, may still be in Cambodia.",
5503,PPA records 1.6M passengers in PH ports during Holy Week break,
5504,"The Philippine Ports Authority (PPA) has recorded more than 1.6 million passengers since the start of the Holy Week exodus on April 2, which it said, is 24 percent  to the same Lenten break last year.",
5505,"PH should keep telling China, US that it favors peace--Risa",
5506,"The Philippines should keep  to both China and the United States (US) that the country wants a peaceful resolution of the conflict with Taiwan, or at the very least to maintain status quo, Senator Risa Hontiveros said on Tuesday, April 11.",
5507,DOH reports 202 new Covid-19 cases,
5508,"The country's number of new Covid-19 cases per day remained in the three digits as the Department of Health (DOH) recorded 202 fresh cases on Tuesday, April 11.",
5509,PPA cancels trips in 8 Bicol ports due to 'Amang',
5510,"The Philippine Ports Authority (PPA) suspended on Tuesday, April 11, the travel of all ships and ferries in eight ports in the Bicol region due to bad weather conditions spawned by tropical depression “Amang”.",
5511,For Kakampinks only? Guanzon offers to help sue schools that force ROTC on students,
5512,P3PWD Party-list nominee Rowena Guanzon is offering her services to file legal cases against schools that require their students to enroll themselves under the Reserve Officers' Training Corps (ROTC) progam.,
5513,"DOH logs 1,006 cholera cases since start of 2023",
5514,"The Philippines has logged a total of 1,006 cases of cholera from Jan. 1 to March 18, latest data from the Department of Health (DOH) showed.",
5515,Nutribun 2.0: VP Duterte pilots ‘Pansarap’ for young learners,
5516,"To address the problems of undernutrition and malnutrition in students, the Office of the Vice President (OVP) on Tuesday, April 11, pilot-tested the “Pansarap” program, a nutribun-like supplemental nutrition intervention for undernourished learners, in Vice President Sara Duterte's hometown of Davao City.",
5517,"No cover-up attempt for Mayo, PDEG officials say; PNP welcomes Abalos decision",
5518,"The goal of raiding another warehouse to confiscate more illegal drugs aside from the 990 kilos seized from a lending agency owned by controversial Police Master Sgt. Rodolfo Mayo, Jr. in Manila last year was the reason why police anti-narcotics agents  lapses in operational procedures.",
5519,‘Amang’ continues to move toward northern coast of Catanduanes; landfall ‘not ruled out’,
5520,"Tropical depression Amang maintained its strength and continued to move toward the northern coast of Catanduanes on Tuesday afternoon, April 11, said the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA).",
5521,Salceda insists that total ban on POGOs makes no sense,
5522,"Economist-solon Albay 2nd district Rep. Joey Salceda has reiterated his stance against the proposed total ban on Philippine Offshore Gaming Operators (POGOs), saying it defies legal logic.",
5523,BI catches Korean posing as Filipino,
5524,"Bureau of Immigration (BI) agents at the Ninoy Aquino International Airport (NAIA) have arrested on Monday, April 10, a Korean national who tried to board a Philippine Airline flight to Cambodia with a Philippine passport.",
5525,DICT activates another free Wi-Fi site in Central Luzon,
5526,"The Department of Information and Communications Technology (DICT) has activated another free Wi-Fi site in Central Luzon, but this time it was located in the municipality of Bulakan in the province of Bulacan.",
5527,OCD starts preparing for TD ‘Amang’,
5528,"The Office of Civil Defense (OCD) disclosed Tuesday, April 11, that it has started early preparations in anticipation of the possible effects of tropical depression (TD) “Amang.”",
5529,Villanueva credits Zubiri for Senate's 'very good' survey rating,
5530,"Senate Majority Leader Joel Villanueva on Tuesday, April 11, assured Filipinos that the Philippine Senate would continue to work harder and  to preserving the institution’s tradition as the last bastion of democracy.",
5531,SIM Registration only 38.79% done — DICT,
5532,"Only 65,154,570 subscribers have so far registered their units, said the Department of Information and Communications Technology (DICT) 15 days before the mandatory measure ends.",
5533,Libanan reacts to high ranking in job performance survey among party-lists,
5534,"""A great vote of confidence.""",
5535,DOTr vows to complete 18 airport maintenance projects before Marcos' SONA in July,
5536,"Department of Transportation (DOTr) Secretary Jaime Bautista on Tuesday, April 11, vowed to finish the maintenance of 18 airports, including road sector and maritime projects by June, just before President Ferdinand “Bongbong” Marcos Jr.’s State of the Nation (SONA).",
5537,"Marcos' directive on compliance with EU norms to be carried out by CHED, Marina— De Vera",
5538,The Commission on Higher Education (CHED) and Maritime Industry Authority (Marina) will firmly implement President Ferdinand R. Marcos' policy directive on ensuring  by Philippine maritime schools with the training and certification standards of the European Commission.,
5539,"‘Holistic, cohesive mental health programs needed in schools’ -- CHR",
5540,The Commission on Human Rights (CHR) batted for a more holistic and cohesive mental health programs in public schools due to alarming rate of mental health-related incidents among the youth.,
5541,"PH-US partnership anchored on economic growth, territorial integrity  --- Manalo",
5542,"The goals to achieve long-term economic growth and protect its sovereignty from threats and ""infringements"" have firmed up the Philippines' strategic partnership with the United States.",
5543,TESDA seeks to train Mindoro fisherfolk affected by oil spill in alternative livelihood opportunities,
5544,"The Technical Education and Skills Development Authority (TESDA) announced on Tuesday, April 11 that it aims to train around 2,000 fisherfolk in the municipalities of Mindoro which were affected by the recent oil spill.",
5545,Drafting of anti-poverty agenda in progress — NAPC,
5546,"The drafting of the national anti-poverty agenda and poverty reduction plan as part of the administration's Philippine Development Plan 2023–2028 is already in progress, said National Anti-Poverty Commission (NAPC) Lead Convenor and Secretary Lope B. Santos III in a briefing on Tuesday, April 11.",
5547,CTA scraps P140M tax debts vs Makati insurance firm,
5548,The Court of Tax Appeals (CTA) has scrapped the P140 million deficiency tax assessment slapped by the Bureau of Internal Revenue (BIR) against a Makati-based  for the failure of the former to demand payment on time.,
5549,Holy Week observance generally peaceful in 478 BJMP jails – official,
5550,"The observance of the Holy Week was generally peaceful in 478 jail facilities managed by the Bureau of Jail Management and Penology (BJMP), a ranking official stated on Tuesday, April 11.",
5551,Sandigan denies plea of ex-Surigao Norte town mayor to dismiss criminal case; sets arraignment May 3,
5552,The Sandiganbayan has denied the plea of former mayor Constantino B. Navarro IV of Del Carmen town in Surigao del Norte to dismiss the criminal case filed against him.,
5553,"Guanzon flexes dad, says he received 'US Congressional Gold Medal'",
5554,"P3PWD Party-list nominee Rowena Guanzon is mighty proud of her father, retired Regional Trial Court (RTC) judge Sixto Roxas Guanzon.",
5555,"PH, UK to forge stronger alliance in combatting climate change",
5556,"The Philippines and the United Kingdom (UK) will conduct another round of discussion on April 13 that will help them advance their collaboration on key environmental and climate change issues, including reducing greenhouse gas emissions, water security, biodiversity preservation, marine pollution, and sustainable and green climate finance.",
5557,‘Balikatan’ centers on 4 major drills; lightning rally mars opening day,
