,Text,Annotate
2607,The Philippine government has submitted a notice of appeal to the International Criminal Court (ICC) Appeals Chamber days after the ICC authorized the reopening of an inquiry into the killings linked to the Duterte administration's war on drugs.,
2608,Mariam Mangudadatu opposes Marcos naming her Maguindanao del Sur OIC,
2609,DBM releases P500-million cancer assistance fund for 2023,
2610,Unions urge Marcos to ratify ILO Convention 190,
2611,"The Sandiganbayan has denied the motion of the Marcos family to take control anew of assets earlier forfeited in favor of the national government, surrendered  agreements or considered frozen accounts.",
2612,"Congress to adjust, simplify K-12 curriculum, says Romulo",
2613,The Philippine Army’s 11th Infantry Battalion has deployed more soldiers in Negros Oriental following the killing of Governor Roel Degamo on March 4.,
2614,"CHR probes killing of Aparri vice mayor, 5 aides",
2615,"Complaints have been filed against six people who were arrested during last week's raids on houses of Negros Oriental Representative Arnolfo Teves Jr. and his relatives in the province, police said Tuesday.",
2616,PNR eyes alternative transpo for riders during 5-year stop operations —exec,
2617,"Poe urges DOTr, MIAA to address ‘Bukas Maleta’ incidents",
2618,The Armed Forces of the Philippines and the Philippine National Police were urged to launch a crackdown on private armies across the country following the murder of Negros Oriental Governor Roel Degamo.,
2619,"Senator Ronald “Bato” dela Rosa on Thursday emphasized the need for a strong law against private armies and death penalty for security personnel  heinous crimes and taking undue advantage of their training, knowledge, and skills.",
2620,"The Philippine Search and Rescue Group has joined teams from all over the world in search for survivors of the powerful earthquake that struck Turkey and Syria on February 6, according to Raffy Tima's report on “24 Oras.""",
2621,"DOH logs 9 new COVID-19 deaths; 1,878 fresh cases in past week",
2622,LTFRB invites transport group to dialogue after request for new deadline,
2623,PDEA destroys over P4B worth of illegal drugs,
2624,"WASHINGTON - President Ferdinand “Bongbong” Marcos Jr. and United States President Joe Biden on Monday (Tuesday, PH time) expressed the need to maintain peace and stability in the Taiwan Strait.",
2625,Senator Robin Padilla has filed a bill legalizing the civil effects of annulments filed before the church or other religious sects.,
2626,"DOH records 983 new COVID-19 infections from March 6 to 12, 2023",
2627,"The funding for state-run Nayong Pilipino Foundation (NPF)—an agency established primarily for the promotion of research development projects for the social sciences, humanities and other related fields—will be fully depleted in five or six years, the Commission on Audit (COA) said.",
2628,Senate President Juan Miguel Zubiri on Tuesday filed a bill seeking to increase the minimum wage of private workers by P150 amid the soaring inflation in the country.,
2629,"TOKYO — Amending the 1987 Constitution is not a priority of his administration, President Ferdinand Marcos Jr. said Sunday.",
2630,Nationwide earthquake drill for the ‘Big One’ set on March 9 –OCD,
2631,The Commission on Appointments (CA) confirmed on Wednesday the nomination of the Philippine ambassador to New Zealand and the ad interim appointments of 14 Department of Foreign Affairs officials.,
2632,"90% of drowning victims from low, middle income countries —WHO",
2633,Advocacy groups on Monday appealed to the Department of Education (DepEd) and the Commission on Higher Education (CHED) to strengthen efforts to resolve the “vape epidemic” among the youth.,
2634,NTF-ELCAC: Only 136 of 846 farm-to-market road projects completed in 2022,
2635,The missing medical evacuation helicopter has been used by residents in Palawan to airlift patients from remote areas to the hospital.,
2636,"Philippine Ambassador to the United States Jose Manuel Romualdez expressed hope Friday that China would realize Manila and Washington only want peaceful resolution of issues, especially in the South China Sea.",
2637,2 senators slam DTI over non-confiscation of prohibited vape flavors,
2638,"Police operatives have arrested three people and seized a cache of guns and thousand rounds of ammunition from  believed to be owned by former Negros Oriental governor Pryde Henry Teves, the Criminal Investigation and Detection Group (CIDG) said Saturday.",
2639,Oil spill affects Mindoro seabirds,
2640,Several government agencies expressed reservations about the proposed measures seeking to criminalize the creation and dissemination of fake news.,
2641,"More than 600 senior police officers are set to be evaluated in  weeks following the resumption of the formal meeting of the five-man advisory group, the Philippine National Police (PNP) said on Wednesday.",
2642,The Armed Forces of the Philippines (AFP) said Sunday that further establishing Enhanced Defense Cooperation Agreement (EDCA) sites in Philippine territory is possible to add more protection capability for the troops.,
2643,"Czech PM vows help for OFWs, PH aviation sector",
2644,"A manhunt operation has been launched against former Bureau of Corrections (BuCor) chief Gerald Bantag and former BuCor deputy officer Ricardo Zulueta, the Criminal Investigation and Detection Group (CIDG) said Friday.",
2645,One of the persons of interest in the alleged hazing of Adamson student John Matthew Salilig on Wednesday surrendered to the National Bureau of Investigation (NBI).,
2646,The Philippine government has expressed support for the United States' endorsement of the Summit for Democracy Declaration but disassociates itself from any reference to the International Criminal Court.,
2647,The House of Representatives on Monday approved a bill establishing evacuation centers in every city and municipality in the country on third and final reading.,
2648,"The International Criminal Court (ICC)’s decision to deny the Philippines’ bid to suspend its investigation into the Duterte administration's drug war has set the wheels of justice in motion, a lawyers’ group said Tuesday.",
2649,"Only 10 senior police officials have yet to submit their courtesy resignation, Philippine National Police - Public Information Office chief Police Colonel Red Maranan said on Sunday.",
2650,Cap on driving school rates out before March ends — LTO,
2651,"The National Union of Students of the Philippines (NUSP) appealed for a more ""accessible education"" amid the proposed tuition fee hikes of some schools.",
2652,"The Alliance of Concerned Teachers (ACT) on Tuesday raised concerns about the Department of Education’s (DepEd) plan to revise the K to 12 curriculum, calling the move delayed and misguided.",
2653,Transportation officials on Monday broke ground for the Camp Aguinaldo underground station and tunnels of the Metro Manila Subway project (MMSP).,
2654,"Malacañang on Friday clarified that February 25, 2023 will no longer be a regular holiday after President Ferdinand ""Bongbong"" Marcos Jr. declared February 24 as a special non-working holiday.",
2655,MARINA: MT Princess Empress’ CPC ‘not authentic’,
2656,"A cashier has been convicted for 55 counts of violating the Terrorism Financing Prevention and Suppression Act of 2012, the Department of Justice announced on Monday.",
2657,"With only a week before the SIM registration period expires, the Department of Information and Communications Technology (DICT) announced that the April 26, 2023 deadline remains.",
2658,Sandiganbayan reduces bail of accused ex-DPWH clerk to P40K in vehicle repair scam due to poverty,
2659,Senator Cynthia Villar on Tuesday highlighted the need for a court and a task force that will handle agricultural smuggling cases.,
2660,"WASHINGTON - At a summit on Monday, US President Joe Biden and Philippine President Ferdinand Marcos Jr are expected to reach agreements on greater business engagement, as well as ""military enhancements"" amid shared concerns about China, a senior Biden administration official told Reuters.",
